363627
66481
87677
67902
125493
59088
32801
28555
119685
77123
36269
32436
3839
19005
23369
27498
7710
8622
7175
31971
1719
1910
7382
5601
23100
22531
33486
18217
8015
18486
6433
764
1432
471
3728
908
621
1434
1929
