0,19873.085,4427.562,10242.206,19537.953,18794.79,38322.372,25291.117,9576.121,18681.713,22874.243,22088.986,21921.179,11381.604,13729.838,10840.789,9742.878,11501.478,12693.392,14264.377,35159.188,39706.558,26152.73,23771.742,15781.028,13441.237,16533.235,13377.625,32415.034,32691.299,35949.59,41919.339,49398.191,59654.439,77257.554,76692.863,63664.419,40840.048,34639.927
19873.085,0,15509.733,12950.57,5192.975,9827.971,18504.793,5742.568,19902.325,4499.247,3001.603,19893.13,33693.247,13084.698,10175.322,10429.085,10337.699,8448.03,7321.342,7093.283,35662.47,39577.958,8943.157,9135.89,5600.776,9247.457,3354.682,7025.758,17272.868,14657.394,17810.901,25194.358,32232.081,39822.667,58619.005,60057.557,48701.796,28032.455,24635.091
4427.562,15509.733,0,7694.628,15586.966,15540.774,33996.785,21010.999,8889.195,14270.546,18510.592,20606.161,24189.449,7867.165,9681.175,6570.561,5315.335,7253.801,8459.582,10353.027,34953.126,39470.292,22206.516,20084.474,11366.824,9231.174,12190.332,8950.709,28934.105,28726.669,31995.677,38282.64,45723.02,55325.104,73310.491,73228.547,60528.65,37943.028,32154.619
10242.206,12950.57,7694.628,0,10538.799,8677.043,30172.24,17262.239,16392.411,14111.026,15658.765,13050.698,21137.856,13042.72,13001.518,9877.723,7472.035,5941.522,6418.644,5890.558,28062.925,32505.261,16827.553,14011.925,11682.666,11952.966,9928.732,9446.878,22327.863,23271.918,26463.417,31922.318,39415.107,51291.026,67575.749,66526.0,53422.613,30614.066,24568.941
19537.953,5192.975,15586.966,10538.799,0,4783.891,19655.347,6990.035,21960.291,9296.543,6440.4,14835.512,29927.454,15760.506,13465.566,12437.698,11304.838,8518.603,7368.415,5274.268,30508.065,34392.811,6625.247,4945.911,9155.988,12318.249,5341.941,9227.037,13902.037,13159.6,16424.021,22855.326,30230.114,40756.201,57743.61,57900.469,45754.962,24098.36,19953.824
18794.79,9827.971,15540.774,8677.043,4783.891,0,23032.277,11278.306,23264.64,13493.891,11200.99,10074.537,25756.752,17945.777,16309.793,14401.727,12596.689,9676.575,8879.064,6124.392,25853.689,29835.877,8955.47,5669.348,12617.517,15098.826,8905.193,11821.503,13653.671,15026.901,18105.312,23248.015,30740.88,43599.671,58977.45,57898.755,44996.1,22455.241,17165.504
38322.372,18504.793,33996.785,30172.24,19655.347,23032.277,0,13071.72,37721.795,20989.379,15517.419,30746.801,48643.276,30758.711,27548.294,28701.453,28839.095,26825.281,25642.943,24537.05,43332.956,45961.066,14146.396,17617.022,23481.347,26958.268,21806.453,25419.198,15850.361,9823.309,9052.556,15323.918,19245.718,21332.099,41315.714,45406.977,37131.192,24021.071,25884.188
25291.117,5742.568,21010.999,17262.239,6990.035,11278.306,13071.72,0,25621.046,9428.174,3126.633,20761.166,36875.4,18754.11,15736.563,16171.432,15971.288,13790.674,12598.089,11508.645,35699.278,39215.854,5088.488,7425.887,11242.578,14893.037,8866.046,12761.468,13124.469,9277.203,12284.34,19961.222,26768.803,34386.131,52878.639,54563.715,43633.838,24084.409,21983.267
9576.121,19902.325,8889.195,16392.411,21960.291,23264.64,37721.795,25621.046,0,16733.178,22621.952,29421.899,31484.26,6964.213,10179.287,9615.41,10768.327,13702.838,14714.49,17326.765,43803.518,48329.737,28208.512,26858.105,14404.907,10801.15,17178.021,13031.004,35850.496,34427.124,37641.217,44688.301,51933.079,58629.175,78477.097,79724.208,67704.275,45631.368,40338.303
18681.713,4499.247,14270.546,14111.026,9296.543,13493.891,20989.379,9428.174,16733.178,0,6301.568,23328.985,35248.55,9769.464,6570.644,8060.701,8999.61,8416.23,7702.643,8988.876,39243.088,43303.988,13349.289,13606.449,2905.068,5992.99,4771.769,5391.684,21721.476,18681.71,21711.476,29337.234,36196.762,42006.412,61890.668,63984.734,52953.844,32521.248,29075.943
22874.243,3001.603,18510.592,15658.765,6440.4,11200.99,15517.419,3126.633,22621.952,6301.568,0,21176.119,36061.514,15714.343,12652.298,13285.862,13322.232,11433.515,10290.228,9768.925,36634.369,40364.214,7524.565,8854.312,8217.274,11848.634,6347.679,9933.952,15866.565,12391.189,15410.641,23064.657,29895.408,36826.999,55855.226,57688.123,46718.12,26804.223,24151.744
22088.986,19893.13,20606.161,13050.698,14835.512,10074.537,30746.801,20761.166,29421.899,23328.985,21176.119,0,18963.167,25707.824,24913.575,22265.781,19988.461,17532.81,17237.118,14808.424,15928.254,20105.008,17029.269,13651.286,21992.643,23727.412,18587.884,20588.129,17002.297,21322.678,23670.456,25943.549,32973.508,49708.31,61596.947,57990.844,43852.797,21015.876,13850.518
21921.179,33693.247,24189.449,21137.856,29927.454,25756.752,48643.276,36875.4,31484.26,35248.55,36061.514,18963.167,0,31996.354,33172.068,29822.943,27597.679,26956.707,27550.19,26675.467,20321.471,24174.326,34500.882,31026.288,32753.869,32346.186,30950.432,30391.241,35936.482,39775.858,42384.217,44858.663,51736.679,68457.211,80225.413,75441.918,60774.024,38901.875,31555.296
